tbl;Year;quarter;citymarketid_1;citymarketid_2;city1;city2;airportid_1;airportid_2;airport_1;airport_2;nsmiles;passengers;fare;carrier_lg;large_ms;fare_lg;carrier_low;lf_ms;fare_low;tbl1apk;Columna2;Columna1
Table1a;2021;4;30713;30194;Boise, ID;Dallas/Fort Worth, TX;10713;11298;BOI;DFW;1282;180;26379;AA;6785;26657;AS;1505;22680;202141071311298BOIDFW;;
Table1a;2021;4;30713;30466;Boise, ID;Phoenix, AZ;10713;10466;BOI;AZA;749;37;10609;G4;10000;10609;G4;10000;10609;202141071310466BOIAZA;;
Table1a;2021;4;30713;30466;Boise, ID;Phoenix, AZ;10713;14107;BOI;PHX;749;517;16381;WN;4681;15695;WN;4681;15695;202141071314107BOIPHX;;
Table1a;2021;4;30713;32457;Boise, ID;San Francisco, CA (Metropolitan Area);10713;13796;BOI;OAK;523;217;14618;WN;9685;14546;WN;9685;14546;202141071313796BOIOAK;;
Table1a;2021;4;30713;32457;Boise, ID;San Francisco, CA (Metropolitan Area);10713;14771;BOI;SFO;523;247;15002;UA;5198;16404;AS;4625;13269;202141071314771BOISFO;;
Table1a;2021;4;30713;32457;Boise, ID;San Francisco, CA (Metropolitan Area);10713;14831;BOI;SJC;523;178;15112;AS;5009;15296;WN;4545;14594;202141071314831BOISJC;;
Table1a;2021;4;30713;32575;Boise, ID;Los Angeles, CA (Metropolitan Area);10713;10800;BOI;BUR;688;77;16870;WN;8366;16095;WN;8366;16095;202141071310800BOIBUR;;
Table1a;2021;4;30713;32575;Boise, ID;Los Angeles, CA (Metropolitan Area);10713;12892;BOI;LAX;688;544;16718;AS;4367;16174;AS;4367;16174;202141071312892BOILAX;;
Table1a;2021;4;30713;32575;Boise, ID;Los Angeles, CA (Metropolitan Area);10713;12954;BOI;LGB;688;53;13909;WN;8061;12633;WN;8061;12633;202141071312954BOILGB;;
Table1a;2021;4;30713;32575;Boise, ID;Los Angeles, CA (Metropolitan Area);10713;13891;BOI;ONT;688;104;18503;WN;6593;16945;WN;6593;16945;202141071313891BOIONT;;
Table1a;2021;4;30713;32575;Boise, ID;Los Angeles, CA (Metropolitan Area);10713;14908;BOI;SNA;688;220;17366;WN;4856;18135;G4;1960;11338;202141071314908BOISNA;;
Table1a;2021;4;30721;30194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;10721;11259;BOS;DAL;1562;58;21757;WN;8673;21397;WN;8673;21397;202141072111259BOSDAL;;
Table1a;2021;4;30721;30194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;10721;11298;BOS;DFW;1562;1591;21205;AA;6725;22747;B6;1346;17356;202141072111298BOSDFW;;
Table1a;2021;4;30721;30194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;13296;11259;MHT;DAL;1562;22;25162;WN;10000;25162;WN;10000;25162;202141329611259MHTDAL;;
Table1a;2021;4;30721;30194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;13296;11298;MHT;DFW;1562;22;28399;AA;8841;29464;NK;145;6467;202141329611298MHTDFW;;
Table1a;2021;4;30721;30194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;14307;11259;PVD;DAL;1562;33;24474;WN;9412;24021;WN;9412;24021;202141430711259PVDDAL;;
Table1a;2021;4;30721;30194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;14307;11298;PVD;DFW;1562;60;27568;AA;6849;29413;UA;1184;22920;202141430711298PVDDFW;;
Table1a;2021;4;30721;30198;Boston, MA (Metropolitan Area);Pittsburgh, PA;10721;14122;BOS;PIT;496;576;17350;DL;5493;17243;DL;5493;17243;202141072114122BOSPIT;;
Table1a;2021;4;30721;30198;Boston, MA (Metropolitan Area);Pittsburgh, PA;13296;14122;MHT;PIT;496;21;21018;AA;6526;21509;WN;2368;17578;202141329614122MHTPIT;;
Table1a;2021;4;30721;30198;Boston, MA (Metropolitan Area);Pittsburgh, PA;14307;14122;PVD;PIT;496;87;13032;MX;6144;10792;MX;6144;10792;202141430714122PVDPIT;;
Table1a;2021;4;30721;30325;Boston, MA (Metropolitan Area);Denver, CO;10721;11292;BOS;DEN;1754;1548;26408;UA;5778;27492;B6;1786;23388;202141072111292BOSDEN;;
Table1a;2021;4;30721;30325;Boston, MA (Metropolitan Area);Denver, CO;13296;11292;MHT;DEN;1754;45;27322;WN;6947;25165;WN;6947;25165;202141329611292MHTDEN;;
Table1a;2021;4;30721;30325;Boston, MA (Metropolitan Area);Denver, CO;14307;11292;PVD;DEN;1754;81;27279;WN;3674;27662;AA;2517;24861;202141430711292PVDDEN;;
Table1a;2021;4;30721;30466;Boston, MA (Metropolitan Area);Phoenix, AZ;10721;14107;BOS;PHX;2300;1101;30510;AA;5839;31665;B6;2717;26548;202141072114107BOSPHX;;
Table1a;2021;4;30721;30466;Boston, MA (Metropolitan Area);Phoenix, AZ;13296;14107;MHT;PHX;2300;45;30882;WN;5839;29729;WN;5839;29729;202141329614107MHTPHX;;
Table1a;2021;4;30721;30466;Boston, MA (Metropolitan Area);Phoenix, AZ;14307;14107;PVD;PHX;2300;84;32282;AA;4227;33145;WN;2899;29183;202141430714107PVDPHX;;
Table1a;2021;4;30721;30559;Boston, MA (Metropolitan Area);Seattle, WA;10721;14747;BOS;SEA;2496;1087;26658;AS;4095;25395;AS;4095;25395;202141072114747BOSSEA;;
Table1a;2021;4;30721;30559;Boston, MA (Metropolitan Area);Seattle, WA;13296;14747;MHT;SEA;2496;10;31499;AA;6129;32712;WN;1935;18583;202141329614747MHTSEA;;
Table1a;2021;4;30721;30559;Boston, MA (Metropolitan Area);Seattle, WA;14307;14747;PVD;SEA;2496;38;29169;DL;3920;29751;UA;3352;28125;202141430714747PVDSEA;;
Table1a;2021;4;30721;30647;Boston, MA (Metropolitan Area);Cleveland, OH (Metropolitan Area);10721;10874;BOS;CAK;563;6;17119;AA;6111;18176;UA;3889;15457;202141072110874BOSCAK;;
Table1a;2021;4;30721;30647;Boston, MA (Metropolitan Area);Cleveland, OH (Metropolitan Area);10721;11042;BOS;CLE;563;556;14809;DL;5080;14667;DL;5080;14667;202141072111042BOSCLE;;
Table1a;2021;4;30721;30647;Boston, MA (Metropolitan Area);Cleveland, OH (Metropolitan Area);13296;10874;MHT;CAK;563;2;21031;AA;7500;24383;UA;2500;10975;202141329610874MHTCAK;;
Table1a;2021;4;30721;30647;Boston, MA (Metropolitan Area);Cleveland, OH (Metropolitan Area);13296;11042;MHT;CLE;563;14;17636;WN;3571;16578;UA;3254;14739;202141329611042MHTCLE;;
Table1a;2021;4;30721;30647;Boston, MA (Metropolitan Area);Cleveland, OH (Metropolitan Area);14307;10874;PVD;CAK;563;2;20774;AA;7895;20960;UA;2105;20075;202141430710874PVDCAK;;
Table1a;2021;4;30721;30647;Boston, MA (Metropolitan Area);Cleveland, OH (Metropolitan Area);14307;11042;PVD;CLE;563;26;18221;UA;4684;17797;WN;1603;16917;202141430711042PVDCLE;;
Table1a;2021;4;30721;30693;Boston, MA (Metropolitan Area);Nashville, TN;10721;10693;BOS;BNA;942;965;19868;DL;3143;22023;AA;1032;18276;202141072110693BOSBNA;;
Table1a;2021;4;30721;30693;Boston, MA (Metropolitan Area);Nashville, TN;13296;10693;MHT;BNA;942;38;22657;WN;5000;21893;WN;5000;21893;202141329610693MHTBNA;;
Table1a;2021;4;30721;30693;Boston, MA (Metropolitan Area);Nashville, TN;14307;10693;PVD;BNA;942;82;21637;WN;3773;20510;UA;1332;17890;202141430710693PVDBNA;;
Table1a;2021;4;30721;30792;Boston, MA (Metropolitan Area);Buffalo, NY;10721;10792;BOS;BUF;395;232;15753;B6;7713;15322;WN;108;12525;202141072110792BOSBUF;;
Table1a;2021;4;30721;30792;Boston, MA (Metropolitan Area);Buffalo, NY;13296;10792;MHT;BUF;395;7;17527;AA;5410;19737;WN;3770;15201;202141329610792MHTBUF;;
Table1a;2021;4;30721;30792;Boston, MA (Metropolitan Area);Buffalo, NY;14307;10792;PVD;BUF;395;10;19555;AA;4516;18920;UA;2581;17725;202141430710792PVDBUF;;
Table1a;2021;4;30721;30852;Boston, MA (Metropolitan Area);Washington, DC (Metropolitan Area);10721;10821;BOS;BWI;418;653;16335;WN;9236;16642;NK;355;9164;202141072110821BOSBWI;;
Table1a;2021;4;30721;30852;Boston, MA (Metropolitan Area);Washington, DC (Metropolitan Area);10721;11278;BOS;DCA;418;2372;13551;B6;4464;12638;B6;4464;12638;202141072111278BOSDCA;;
Table1a;2021;4;30721;30852;Boston, MA (Metropolitan Area);Washington, DC (Metropolitan Area);10721;12264;BOS;IAD;418;429;14229;UA;9815;14196;UA;9815;14196;202141072112264BOSIAD;;
Table1a;2021;4;30721;30852;Boston, MA (Metropolitan Area);Washington, DC (Metropolitan Area);13296;10821;MHT;BWI;418;230;16043;WN;9943;15959;WN;9943;15959;202141329610821MHTBWI;;
Table1a;2021;4;30721;30852;Boston, MA (Metropolitan Area);Washington, DC (Metropolitan Area);13296;11278;MHT;DCA;418;113;19085;AA;9808;18991;AA;9808;18991;202141329611278MHTDCA;;
Table1a;2021;4;30721;30852;Boston, MA (Metropolitan Area);Washington, DC (Metropolitan Area);13296;12264;MHT;IAD;418;34;16725;UA;9904;16537;UA;9904;16537;202141329612264MHTIAD;;
Table1a;2021;4;30721;30852;Boston, MA (Metropolitan Area);Washington, DC (Metropolitan Area);14307;10821;PVD;BWI;418;231;17827;WN;9995;17833;WN;9995;17833;202141430710821PVDBWI;;
Table1a;2021;4;30721;30852;Boston, MA (Metropolitan Area);Washington, DC (Metropolitan Area);14307;11278;PVD;DCA;418;295;18372;AA;8012;19455;WN;1756;13845;202141430711278PVDDCA;;
Table1a;2021;4;30721;30852;Boston, MA (Metropolitan Area);Washington, DC (Metropolitan Area);14307;12264;PVD;IAD;418;70;19535;UA;9860;19626;UA;9860;19626;202141430712264PVDIAD;;
Table1a;2021;4;30721;30977;Boston, MA (Metropolitan Area);Chicago, IL;10721;13232;BOS;MDW;867;305;16468;WN;9708;16492;DL;278;15899;202141072113232BOSMDW;;
Table1a;2021;4;30721;30977;Boston, MA (Metropolitan Area);Chicago, IL;10721;13930;BOS;ORD;867;2467;16148;UA;3509;16397;B6;1271;14705;202141072113930BOSORD;;
Table1a;2021;4;30721;30977;Boston, MA (Metropolitan Area);Chicago, IL;13296;13232;MHT;MDW;867;80;19142;WN;9946;19153;WN;9946;19153;202141329613232MHTMDW;;
Table1a;2021;4;30721;30977;Boston, MA (Metropolitan Area);Chicago, IL;13296;13930;MHT;ORD;867;46;23835;AA;8747;23811;WN;662;18294;202141329613930MHTORD;;
Table1a;2021;4;30721;30977;Boston, MA (Metropolitan Area);Chicago, IL;14307;13232;PVD;MDW;867;100;18930;WN;9760;18834;WN;9760;18834;202141430713232PVDMDW;;
Table1a;2021;4;30721;30977;Boston, MA (Metropolitan Area);Chicago, IL;14307;13930;PVD;ORD;867;183;22019;AA;5685;22933;UA;3673;20871;202141430713930PVDORD;;
Table1a;2021;4;30721;30994;Boston, MA (Metropolitan Area);Charleston, SC;10721;10994;BOS;CHS;836;482;20680;B6;4687;19881;B6;4687;19881;202141072110994BOSCHS;;
Table1a;2021;4;30721;30994;Boston, MA (Metropolitan Area);Charleston, SC;13296;10994;MHT;CHS;836;21;21516;WN;5238;18889;WN;5238;18889;202141329610994MHTCHS;;
Table1a;2021;4;30721;30994;Boston, MA (Metropolitan Area);Charleston, SC;14307;10994;PVD;CHS;836;131;15281;MX;6311;12627;MX;6311;12627;202141430710994PVDCHS;;
Table1a;2021;4;30721;31057;Boston, MA (Metropolitan Area);Charlotte, NC;10721;11057;BOS;CLT;737;1230;16661;AA;6613;17395;DL;1656;15125;202141072111057BOSCLT;;
Table1a;2021;4;30721;31057;Boston, MA (Metropolitan Area);Charlotte, NC;13296;11057;MHT;CLT;737;116;23378;AA;8950;24003;WN;712;16472;202141329611057MHTCLT;;
Table1a;2021;4;30721;31057;Boston, MA (Metropolitan Area);Charlotte, NC;14307;11057;PVD;CLT;737;201;22131;AA;9053;22493;UA;227;14702;202141430711057PVDCLT;;
Table1a;2021;4;30721;31066;Boston, MA (Metropolitan Area);Columbus, OH;10721;11066;BOS;CMH;640;441;19561;DL;5415;20836;AA;3418;18147;202141072111066BOSCMH;;
Table1a;2021;4;30721;31066;Boston, MA (Metropolitan Area);Columbus, OH;13296;11066;MHT;CMH;640;18;21329;WN;5617;19865;WN;5617;19865;202141329611066MHTCMH;;
Table1a;2021;4;30721;31066;Boston, MA (Metropolitan Area);Columbus, OH;14307;11066;PVD;CMH;640;35;20771;WN;3950;19490;WN;3950;19490;202141430711066PVDCMH;;
Table1a;2021;4;30721;31123;Boston, MA (Metropolitan Area);St. Louis, MO;10721;15016;BOS;STL;1047;462;22243;WN;5325;22253;AA;3297;21321;202141072115016BOSSTL;;
Table1a;2021;4;30721;31123;Boston, MA (Metropolitan Area);St. Louis, MO;13296;15016;MHT;STL;1047;30;24149;WN;5596;21739;WN;5596;21739;202141329615016MHTSTL;;
Table1a;2021;4;30721;31123;Boston, MA (Metropolitan Area);St. Louis, MO;14307;15016;PVD;STL;1047;47;24115;WN;4476;23266;WN;4476;23266;202141430715016PVDSTL;;
Table1a;2021;4;30721;31135;Boston, MA (Metropolitan Area);Myrtle Beach, SC;10721;13577;BOS;MYR;756;171;13819;NK;6807;10047;NK;6807;10047;202141072113577BOSMYR;;
Table1a;2021;4;30721;31135;Boston, MA (Metropolitan Area);Myrtle Beach, SC;13296;13577;MHT;MYR;756;22;19585;WN;6942;16354;WN;6942;16354;202141329613577MHTMYR;;
Table1a;2021;4;30721;31135;Boston, MA (Metropolitan Area);Myrtle Beach, SC;14307;13577;PVD;MYR;756;36;20203;WN;4849;18216;WN;4849;18216;202141430713577PVDMYR;;
Table1a;2021;4;30721;31136;Boston, MA (Metropolitan Area);Jacksonville, FL;10721;12451;BOS;JAX;1028;595;18891;B6;5016;17790;B6;5016;17790;202141072112451BOSJAX;;
Table1a;2021;4;30721;31136;Boston, MA (Metropolitan Area);Jacksonville, FL;13296;12451;MHT;JAX;1028;32;23718;WN;5308;21894;WN;5308;21894;202141329612451MHTJAX;;
Table1a;2021;4;30721;31136;Boston, MA (Metropolitan Area);Jacksonville, FL;14307;12451;PVD;JAX;1028;78;22880;AA;3833;23672;WN;3153;21546;202141430712451PVDJAX;;
Table1a;2021;4;30721;31295;Boston, MA (Metropolitan Area);Detroit, MI;10721;11433;BOS;DTW;632;975;17286;DL;8030;17847;B6;1439;14956;202141072111433BOSDTW;;
Table1a;2021;4;30721;31295;Boston, MA (Metropolitan Area);Detroit, MI;13296;11433;MHT;DTW;632;16;22372;AA;6181;23102;WN;2778;19204;202141329611433MHTDTW;;
Table1a;2021;4;30721;31295;Boston, MA (Metropolitan Area);Detroit, MI;14307;11433;PVD;DTW;632;111;20283;DL;9069;20430;UA;206;18138;202141430711433PVDDTW;;
Table1a;2021;4;30721;31453;Boston, MA (Metropolitan Area);Houston, TX;10721;12191;BOS;HOU;1609;71;22709;WN;6921;23000;AA;1006;20037;202141072112191BOSHOU;;
Table1a;2021;4;30721;31453;Boston, MA (Metropolitan Area);Houston, TX;10721;12266;BOS;IAH;1609;1061;22527;UA;7157;23418;B6;1582;18373;202141072112266BOSIAH;;
Table1a;2021;4;30721;31453;Boston, MA (Metropolitan Area);Houston, TX;13296;12191;MHT;HOU;1609;17;27770;WN;9737;27937;WN;9737;27937;202141329612191MHTHOU;;
Table1a;2021;4;30721;31453;Boston, MA (Metropolitan Area);Houston, TX;13296;12266;MHT;IAH;1609;12;31706;AA;4957;34260;WN;1391;20350;202141329612266MHTIAH;;
Table1a;2021;4;30721;31453;Boston, MA (Metropolitan Area);Houston, TX;14307;12191;PVD;HOU;1609;33;25376;WN;8502;24111;WN;8502;24111;202141430712191PVDHOU;;
Table1a;2021;4;30721;31453;Boston, MA (Metropolitan Area);Houston, TX;14307;12266;PVD;IAH;1609;44;26518;UA;3596;28120;DL;2980;25302;202141430712266PVDIAH;;
Table1a;2021;4;30721;31454;Boston, MA (Metropolitan Area);Orlando, FL;10721;13204;BOS;MCO;1142;2712;19663;B6;4791;21043;NK;1029;12061;202141072113204BOSMCO;;
Table1a;2021;4;30721;31454;Boston, MA (Metropolitan Area);Orlando, FL;13296;13204;MHT;MCO;1142;387;19138;WN;7299;20682;NK;1981;10798;202141329613204MHTMCO;;
Table1a;2021;4;30721;31454;Boston, MA (Metropolitan Area);Orlando, FL;14307;13204;PVD;MCO;1142;940;19315;WN;5195;20355;B6;3407;19163;202141430713204PVDMCO;;
Table1a;2021;4;30721;31624;Boston, MA (Metropolitan Area);Key West, FL;10721;11624;BOS;EYW;1396;163;27426;B6;6080;29585;AA;2773;22179;202141072111624BOSEYW;;
Table1a;2021;4;30721;31624;Boston, MA (Metropolitan Area);Key West, FL;13296;11624;MHT;EYW;1396;5;26360;AA;7907;25979;AA;7907;25979;202141329611624MHTEYW;;
Table1a;2021;4;30721;31624;Boston, MA (Metropolitan Area);Key West, FL;14307;11624;PVD;EYW;1396;19;26389;AA;6836;25902;UA;1412;22896;202141430711624PVDEYW;;
Table1a;2021;4;30721;31650;Boston, MA (Metropolitan Area);Minneapolis/St. Paul, MN;10721;13487;BOS;MSP;1124;1017;19533;DL;7493;20990;SY;1077;13182;202141072113487BOSMSP;;
Table1a;2021;4;30721;31650;Boston, MA (Metropolitan Area);Minneapolis/St. Paul, MN;13296;13487;MHT;MSP;1124;17;23169;WN;5063;21575;WN;5063;21575;202141329613487MHTMSP;;
Table1a;2021;4;30721;31650;Boston, MA (Metropolitan Area);Minneapolis/St. Paul, MN;14307;13487;PVD;MSP;1124;41;22035;DL;3840;23516;WN;1547;16100;202141430713487PVDMSP;;
Table1a;2021;4;30721;31703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);10721;11618;BOS;EWR;209;813;12527;UA;8244;13031;B6;1669;9847;202141072111618BOSEWR;;
Table1a;2021;4;30721;31703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);10721;12391;BOS;ISP;209;1;13152;AA;10000;13152;AA;10000;13152;202141072112391BOSISP;;
Table1a;2021;4;30721;31703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);10721;12478;BOS;JFK;209;517;12750;B6;4797;12221;B6;4797;12221;202141072112478BOSJFK;;
Table1a;2021;4;30721;31703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);10721;12953;BOS;LGA;209;1236;12237;DL;4565;13868;B6;3527;10022;202141072112953BOSLGA;;
Table1a;2021;4;30721;31703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);13296;11618;MHT;EWR;209;25;19503;UA;9828;19500;UA;9828;19500;202141329611618MHTEWR;;
Table1a;2021;4;30721;31703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);13296;12391;MHT;ISP;209;0;16600;AA;10000;16600;AA;10000;16600;202141329612391MHTISP;;
Table1a;2021;4;30721;31703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);13296;12478;MHT;JFK;209;0;30767;AA;10000;30767;AA;10000;30767;202141329612478MHTJFK;;
Table1a;2021;4;30721;31703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);13296;12953;MHT;LGA;209;0;17400;WN;10000;17400;WN;10000;17400;202141329612953MHTLGA;;
Table1a;2021;4;30721;31703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);14307;11618;PVD;EWR;209;18;26227;UA;10000;26227;UA;10000;26227;202141430711618PVDEWR;;
Table1a;2021;4;30721;31703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);14307;12478;PVD;JFK;209;0;6450;;;;;;;202141430712478PVDJFK;;
Table1a;2021;4;30721;31714;Boston, MA (Metropolitan Area);Fort Myers, FL;10721;14635;BOS;RSW;1271;1211;25773;B6;6657;27901;NK;693;16064;202141072114635BOSRSW;;
Table1a;2021;4;30721;31714;Boston, MA (Metropolitan Area);Fort Myers, FL;13296;14635;MHT;RSW;1271;81;20503;NK;4019;12493;NK;4019;12493;202141329614635MHTRSW;;
Table1a;2021;4;30721;31714;Boston, MA (Metropolitan Area);Fort Myers, FL;14307;14635;PVD;RSW;1271;179;23232;WN;3273;23606;UA;1281;18505;202141430714635PVDRSW;;
Table1a;2021;4;30721;32211;Boston, MA (Metropolitan Area);Las Vegas, NV;10721;12889;BOS;LAS;2381;1175;27789;B6;3808;32306;NK;1818;12199;202141072112889BOSLAS;;
Table1a;2021;4;30721;32211;Boston, MA (Metropolitan Area);Las Vegas, NV;13296;12889;MHT;LAS;2381;34;26651;WN;5304;25037;WN;5304;25037;202141329612889MHTLAS;;
Table1a;2021;4;30721;32211;Boston, MA (Metropolitan Area);Las Vegas, NV;14307;12889;PVD;LAS;2381;76;30268;AA;3678;29222;WN;3204;26902;202141430712889PVDLAS;;
Table1a;2021;4;30721;32337;Boston, MA (Metropolitan Area);Indianapolis, IN;10721;12339;BOS;IND;818;491;19227;DL;5342;20587;AA;3285;18264;202141072112339BOSIND;;
Table1a;2021;4;30721;32337;Boston, MA (Metropolitan Area);Indianapolis, IN;13296;12339;MHT;IND;818;18;23938;AA;4817;25086;WN;4512;21608;202141329612339MHTIND;;
Table1a;2021;4;30721;32337;Boston, MA (Metropolitan Area);Indianapolis, IN;14307;12339;PVD;IND;818;34;24633;AA;3195;26387;WN;2748;20915;202141430712339PVDIND;;
Table1a;2021;4;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);10721;13796;BOS;OAK;2704;40;28892;WN;4493;33421;NK;2055;17301;202141072113796BOSOAK;;
Table1a;2021;4;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);10721;14771;BOS;SFO;2704;2254;35759;B6;3805;37909;DL;1450;31688;202141072114771BOSSFO;;
Table1a;2021;4;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);10721;14831;BOS;SJC;2704;155;24630;DL;2954;26778;AA;2351;22501;202141072114831BOSSJC;;
Table1a;2021;4;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);13296;13796;MHT;OAK;2704;4;32722;WN;9750;33079;WN;9750;33079;202141329613796MHTOAK;;
Table1a;2021;4;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);13296;14771;MHT;SFO;2704;12;38142;AA;4727;33025;WN;1273;23771;202141329614771MHTSFO;;
Table1a;2021;4;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);13296;14831;MHT;SJC;2704;4;28130;WN;8500;26944;WN;8500;26944;202141329614831MHTSJC;;
Table1a;2021;4;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);14307;13796;PVD;OAK;2704;5;35796;WN;9375;37018;DL;625;17467;202141430713796PVDOAK;;
Table1a;2021;4;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);14307;14771;PVD;SFO;2704;46;35681;UA;5012;37884;AA;2076;29623;202141430714771PVDSFO;;
Table1a;2021;4;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);14307;14831;PVD;SJC;2704;8;30313;WN;4211;24916;WN;4211;24916;202141430714831PVDSJC;;
Table1a;2021;4;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);10721;11697;BOS;FLL;1283;1674;17576;B6;5844;17643;NK;1015;12084;202141072111697BOSFLL;;
Table1a;2021;4;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);10721;13303;BOS;MIA;1283;1870;18115;AA;4445;20486;B6;2970;15792;202141072113303BOSMIA;;
Table1a;2021;4;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);13296;11697;MHT;FLL;1283;72;14343;NK;6476;10830;NK;6476;10830;202141329611697MHTFLL;;
Table1a;2021;4;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);13296;13303;MHT;MIA;1283;12;23725;AA;5636;24337;WN;3818;23049;202141329613303MHTMIA;;
Table1a;2021;4;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);14307;11697;PVD;FLL;1283;275;18765;B6;5500;17803;B6;5500;17803;202141430711697PVDFLL;;
Table1a;2021;4;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);14307;13303;PVD;MIA;1283;55;20159;AA;5397;22626;F9;1111;9805;202141430713303PVDMIA;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10721;10800;BOS;BUR;2611;35;30189;AA;3723;29353;WN;2554;29085;202141072110800BOSBUR;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10721;12892;BOS;LAX;2611;2865;33279;B6;3364;34308;UA;1599;27987;202141072112892BOSLAX;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10721;12954;BOS;LGB;2611;15;23241;WN;5182;21784;WN;5182;21784;202141072112954BOSLGB;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10721;13891;BOS;ONT;2611;72;30382;AA;4637;27892;WN;1163;24748;202141072113891BOSONT;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10721;14908;BOS;SNA;2611;135;33966;AA;3979;34479;UA;2421;31945;202141072114908BOSSNA;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);13296;10800;MHT;BUR;2611;4;28739;WN;9167;28891;AA;833;27067;202141329610800MHTBUR;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);13296;12892;MHT;LAX;2611;19;30698;AA;5318;33895;WN;3584;26339;202141329612892MHTLAX;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);13296;12954;MHT;LGB;2611;0;22198;WN;7500;23800;WN;7500;23800;202141329612954MHTLGB;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);13296;13891;MHT;ONT;2611;6;28820;WN;4706;26388;WN;4706;26388;202141329613891MHTONT;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);13296;14908;MHT;SNA;2611;5;32154;AA;6600;33430;WN;3400;29676;202141329614908MHTSNA;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);14307;10800;PVD;BUR;2611;5;27310;WN;7857;28306;AA;1429;27383;202141430710800PVDBUR;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);14307;12892;PVD;LAX;2611;74;34224;AA;4338;34238;UA;2162;32217;202141430712892PVDLAX;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);14307;12954;PVD;LGB;2611;2;28906;WN;9375;27313;WN;9375;27313;202141430712954PVDLGB;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);14307;13891;PVD;ONT;2611;7;34966;AA;3382;34733;WN;3088;29800;202141430713891PVDONT;;
Table1a;2021;4;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);14307;14908;PVD;SNA;2611;18;37098;AA;4157;35409;AA;4157;35409;202141430714908PVDSNA;;
Table1a;2021;4;30721;33105;Boston, MA (Metropolitan Area);Cincinnati, OH;10721;11193;BOS;CVG;752;407;23355;DL;6441;24812;AA;2822;20653;202141072111193BOSCVG;;
